OBJECTID,FOLIO,ID,NAME,CAMPUS,ADDRESS,UNIT,CITY,ZIPCODE,PHONE,EMAIL,TYPE,GRADES,CAPACITY,ENROLLMNT,REGION,LAT,LON,POINT_X,POINT_Y,CREATED BY,CREATED DATE,MODIFIED BY,MODIFIED DATE,GlobalID,x,y,
251,3.5303E+12,7261,School For Advanced Studies West,West Campus,3800 NW 115th Ave, ,Doral,33178,305-237-8000,,S,12-Nov,0,124,S,25.80833,-80.38456,858636.9374,536502.375,E316899,6/11/2020 9:42,E316899,4/4/2023 15:20,79a6dc6f-d78c-4b55-826c-38e753344756,-8948368.746,2975362.017,
252,4.2132E+11,6231,Hialeah Middle, ,6027 E 7th Ave, ,Hialeah,33013,305-681-3527,,M,8-Jun,955,960,N,25.87761,-80.26848,896686.9104,561878.4175,E316899,6/11/2020 9:42,E316899,3/17/2023 15:56,85c11eb2-b6e4-4ef3-a9b7-5a35281b8df3,-8935446.671,2983931.108,
253,1.3122E+11,7342,Miami Jackson Adult Education, ,1751 NW 36th St, ,Miami,33142,305-634-2621,,O,0,0,0,C,25.81028,-80.22614,910753.014,537485.7844,E316899,6/11/2020 9:42,E316899,4/3/2023 12:59,fad379a0-0c90-40ac-a652-868cf57e80d6,-8930733.302,2975602.984,
254,1.4106E+11,1881,Henry M. Flagler Elementary, ,5222 NW 1st St, ,Miami,33126,305-443-2529,,E,PK-5,938,775,C,25.77204,-80.28133,892670.4995,523483.7147,E316899,6/11/2020 9:42,E316899,4/3/2023 11:23,5ab3a423-6dcb-4892-b311-72e85526153d,-8936877.44,2970875.077,
255,3.42109E+12,3581,Myrtle Grove K-8 Center, ,3125 NW 176th St, ,Miami Gardens,33056,305-624-8431,,E,PK-8,735,286,N,25.93443,-80.25223,901912.7076,582561.9857,E316899,6/11/2020 9:42,E316899,4/3/2023 13:15,0d045b07-788e-4752-9699-21e317b004e6,-8933637.574,2990963.265,
256,3.05904E+12,7781,Felix Varela Senior High, ,15255 SW 96th St, ,Miami-Dade,33196,305-752-7900,,S,12-Sep,2818,2068,S,25.67781,-80.44282,839671.6113,488977.9636,E316899,6/11/2020 9:42,E316899,3/31/2023 15:46,abd51c57-b2d7-46d3-8c63-76d29fec4c3c,-8954853.755,2959231.297,
257,3.03115E+12,4501,Poinciana Park Elementary, ,6745 NW 23rd Ave, ,Miami-Dade,33147,305-691-5640,,E,PK-5,756,169,C,25.83601,-80.23487,907826.0966,546819.7283,E316899,6/11/2020 9:42,E316899,4/3/2023 14:53,194e3150-06b3-4f31-b539-11e13ff95434,-8931705.256,2978784.55,
258,3.05912E+12,1331,Devon Aire K-8 Center, ,10501 SW 122nd Ave, ,Miami-Dade,33186,305-274-7100,,E,PK-8,1391,1042,S,25.66904,-80.3915,856588.9996,485865.9795,E316899,6/11/2020 9:42,E316899,3/24/2023 14:09,c4f5d0d0-56f0-475f-b0b5-900c892a09e2,-8949140.703,2958148.423,
259,3.5302E+12,5101,John I. Smith Elementary PLC-A1, ,10415 NW 52nd St, ,Doral,33178,305-406-0220,,PLC,0,403,0,C,25.82051,-80.36469,865152.0581,540960.3511,E316899,6/11/2020 9:42,E316899,4/3/2023 12:04,47dcaa45-742c-42a9-905e-5546c34e905e,-8946157.033,2976868.181,
260,3.07904E+12,8981,South Dade Skill Center,Skills Center Campus,28300 SW 152nd Ave, ,Miami-Dade,33033,305-247-7839,,O,0,0,0,AC,25.50385,-80.43736,841736.3742,425761.6868,E316899,6/11/2020 9:42,E316899,4/4/2023 15:28,e4791cc7-8088-4069-804f-1bbfbf9181b2,-8954246.515,2937760.238,
261,3.02208E+12,7541,North Miami Beach Senior High, ,1247 NE 167th St, ,Miami-Dade,33162,305-949-8381,,S,12-Sep,2500,1141,N,25.92969,-80.17532,927200.9807,580989.9458,E316899,6/11/2020 9:42,E316899,4/3/2023 13:32,2370a30b-deb4-45eb-834b-6f9bb8b72a61,-8925075.709,2990376.237,
262,9.40251E+11,9018,Florida Diagnostic and Learning Resources System/South,Former JRE Lee Center,6521 SW 62nd Ave, ,South Miami,33143,305-274-3501,,SPC,0,0,0, ,25.70981,-80.29333,888844.9955,500845.7744,E316899,6/11/2020 9:42,E316899,3/31/2023 15:48,49ebb01c-c002-4c73-9898-e34b96519b8d,-8938212.425,2963185.02,
263,3.03116E+12,8016,TAP - Teenage Parent Program, ,6300 NW 27th Ave,ROOM 92,Miami-Dade,33147,305-636-7356,,S,0,0,0,AC,25.83278,-80.24172,905580.8537,545634.8307,E316899,6/11/2020 9:42,E316899,4/4/2023 15:46,a42788a9-072e-4c24-90ad-15abb163bd8f,-8932467.415,2978385.794,
264,6.223E+11,7591,North Miami Senior High, ,13110 NE 8th Ave, ,North Miami,33161,305-891-6590,,S,12-Sep,2766,1728,N,25.89694,-80.1833,924652.8735,569070.3136,E316899,6/11/2020 9:42,E316899,4/3/2023 13:33,8d4359c9-18fc-4467-bca6-65b80a6a3025,-8925963.87,2986323.19,
265,1.3136E+11,6921,Lamar Louise Curry Middle, ,15750 SW 47th St, ,Miami-Dade,33185,305-222-2775,,M,8-Jun,1060,835,S,25.72024,-80.44895,837587.0878,504389.779,E316899,6/11/2020 9:42,E316899,4/3/2023 12:30,34de945a-cc12-4402-b4c2-ebc9e8de5caf,-8955536.58,2964472.757,
266,3.05009E+12,7361,Miami Killian Senior High, ,10655 SW 97th Ave, ,Miami-Dade,33176,305-271-3311,,S,12-Sep,3139,1024,S,25.67009,-80.35078,869996.6648,486311.8004,E316899,6/11/2020 9:42,E316899,4/3/2023 13:00,96e6f52a-6ead-40f0-aeb6-aaa2a643b2a3,-8944608.689,2958278.256,
267,3.05011E+12,7431,Miami Palmetto Senior High, ,7431 SW 120th St, ,Miami,33156,305-235-1360,,S,12-Sep,2713,2625,S,25.6608,-80.31571,881568.6451,482991.505,E316899,6/11/2020 9:42,E316899,6/5/2024 12:57,30b2ea64-f563-4517-b9ed-b15a5a563d6a,-8940703.605,2957130.202,
268,3.0311E+12,2981,Liberty City Elementary, ,1855 NW 71st St, ,Miami-Dade,33147,305-691-8532,,E,PK-5,830,274,C,25.8394,-80.22813,910036.5071,548065.5366,E316899,6/11/2020 9:42,E316899,4/3/2023 12:34,b6656f87-c481-48bc-b64e-5b5629c0ac07,-8930954.724,2979204.073,
269,2.05011E+12,7432,Miami Palmetto Adult Education, ,7431 SW 120th St, ,Miami,33156,305-235-1360,,O,0,0,0, ,25.6608,-80.31571,881568.6451,482991.505,E316899,6/11/2020 9:42,E316899,6/5/2024 12:55,0f1dcba0-447f-48b0-9e50-12443fdf54bd,-8940703.605,2957130.202,
270,3.04928E+12,451,Doolin/Bowman Foster Ashe Elementary,Main Campus,6601 SW 152nd Ave, ,Miami-Dade,33193,305-386-6667,,E,PK-8,1366,878,S,25.70432,-80.44172,839992.5593,498613.608,E316899,6/11/2020 9:42,E316899,3/24/2023 14:11,355d19af-3745-42ff-b2c1-cbdda2a4b590,-8954731.52,2962505.782,
271,7.2208E+11,2281,Greynolds Park Elementary PLC-C, ,1575 NE 177th St, ,North Miami Beach,33162,305-354-3208,,PLC,0,0,0,N,25.93882,-80.16913,929216.0131,584319.2188,E316899,6/11/2020 9:42,E316899,4/3/2023 11:18,de244ee8-564d-427b-8bbf-65b1d25bf056,-8924386.093,2991505.671,
272,3.03111E+12,101,Arcola Lake Elementary, ,1037 NW 81st St, ,Miami-Dade,33150,305-836-2820,,E,PK-5,760,535,C,25.84918,-80.21403,914656.6113,551648.9722,E316899,6/11/2020 9:42,E316899,3/23/2023 15:52,6597746e-b0b4-4e5f-b745-853d982dd443,-8929383.874,2980414.179,
273,1.07918E+12,7551,School For Advanced Studies Homestead,Homestead,500 College Ter, ,Homestead,33030,305-237-5062,,S,12-Nov,0,135,S,25.47421,-80.47443,829551.8937,414938.283,E316899,6/11/2020 9:42,E316899,4/4/2023 15:19,3b1d2321-f16b-49fe-94a7-720134dbeb6d,-8958373.238,2934104.592,
274,1.31361E+11,9797,Chapman House, ,526 NW 13th St, ,Miami,33136,305-416-1072,,O,0,0,0, ,25.78648,-80.20375,918172.2301,528877.4434,E316899,6/11/2020 9:42,E316899,3/24/2023 12:58,de25a3a4-2849-4efe-8b9b-0382c8645576,-8928240.628,2972659.682,
275,3.02133E+12,8211,Nathaniel Traz Powell Football Stadium, ,11380 NW 27th Ave, ,Miami-Dade,33167,305-688-5490,,O,0,0,0, ,25.87227,-80.24712,903721.0754,559977.4652,E316899,6/11/2020 9:42,E316899,4/3/2023 13:16,3366f6b8-338c-4937-97df-c2f40eba6a65,-8933068.982,2983270.517,
276,1.01071E+11,7033,Law Enforcement Officers Memorial Senior High, ,300 NW 2nd Ave, ,Miami,33128,305-371-0400,,S,12-Sep,320,280,C,25.77727,-80.1982,920016.6648,525542.4004,E316899,6/11/2020 9:42,E316899,4/3/2023 12:30,9828ee5c-a3dc-4d96-872a-8a5afaa3fcba,-8927623.558,2971521.573,
277,3.05022E+12,2541,Howard Drive Elementary, ,7750 SW 136th St, ,Palmetto Bay,33156,305-235-1412,,E,PK-5,771,376,S,25.64398,-80.31886,880561.8682,476873.9754,E316899,6/11/2020 9:42,E316899,3/17/2023 16:06,dd8109ee-db8d-42e3-a27b-847717016ff1,-8941054.47,2955053.464,
278,3.412E+11,7072,Coral Gables Adult Education, ,450 Bird Rd, ,Coral Gables,33146,305-443-4871,,O,0,0,0, ,25.73335,-80.26371,898549.6548,509451.8516,E316899,6/11/2020 9:42,E316899,3/24/2023 13:08,18af5264-2e1a-4e9c-80d5-5f56567de7c4,-8934915.342,2966092.651,
279,1.07814E+12,5791,West Homestead K-8 Center, ,1550 SW 6th St, ,Homestead,33030,305-248-0812,,E,PK-8,981,839,S,25.46397,-80.49534,822668.472,411188.6725,E316899,6/11/2020 9:42,E316899,4/5/2023 11:46,ac9eb177-e6fb-4931-92a5-4a46db973444,-8960700.649,2932841.523,
280,1.3136E+11,1361,Frederick Douglass Elementary, ,314 NW 12th St, ,Miami,33136,305-371-4687,,E,PK-5,275,216,C,25.78532,-80.20082,919138.955,528463.5401,E316899,6/11/2020 9:42,E316899,3/31/2023 15:51,8df020a1-577f-40f1-9851-4efee5d1e259,-8927914.453,2972516.91,
281,4.31061E+11,7112,Hialeah Adult Education Center, ,251 E 47th St, ,Hialeah,33013,305-822-1500,,O,0,0,0, ,25.86554,-80.27553,894393.6606,557478.0737,E316899,6/11/2020 9:42,E316899,3/17/2023 15:42,f6c12dc7-b65b-4e4f-a601-9e3a5f1c21fd,-8936231.262,2982437.665,
282,3.41134E+12,8151,Robert Renick Education Center, ,2201 NW 207th St, ,Miami Gardens,33056,305-624-1171,,SPC,12-Mar,0,42,N,25.96501,-80.23892,906222.6186,593699.6141,E316899,6/11/2020 9:42,E316899,4/3/2023 15:10,3f77398c-63cc-4494-ad00-d9b714da4271,-8932155.852,2994748.237,
283,3.42104E+12,7231,Miami Carol City Senior High, ,3301 Miami Gardens Dr, ,Miami Gardens,33056,305-621-5681,,S,12-Sep,2701,791,N,25.94091,-80.25738,900208.0765,584906.896,E316899,6/11/2020 9:42,E316899,4/3/2023 12:55,cdbfb071-31c8-42ea-886d-bfc84a8870de,-8934210.442,2991765.156,
285,3.0592E+12,6771,Jorge Mas Canosa Middle, ,15735 SW 144th St, ,Miami-Dade,33196,305-252-5900,,M,8-Jun,1974,1395,S,25.63325,-80.44797,838042.5517,472774.9579,E316899,6/11/2020 9:42,E316899,4/3/2023 12:05,9875cd81-cab5-4cfa-ba82-c19a3f9a2e89,-8955427.208,2953728.18,
286,4.3012E+11,6171,Henry H. Filer Middle, ,531 W 29th St, ,Hialeah,33012,305-822-6601,,M,8-Jun,1150,687,N,25.84848,-80.29334,888570.8178,551244.6816,E316899,6/11/2020 9:42,E316899,4/3/2023 11:23,3e3497f0-572b-41b4-a496-73bfecdf1bc0,-8938213.719,2980327.014,
287,3.413E+11,7571,International Studies Preparatory Academy, ,1570 Madruga Ave, ,Coral Gables,33146,305-663-7200,,S,12-Sep,422,378,C,25.70712,-80.28444,891777.3155,499881.4685,E316899,6/11/2020 9:42,E316899,4/3/2023 11:39,0ecea51b-5615-4cb5-9cbc-27fbf4b87fa6,-8937222.858,2962851.869,
288,3.02135E+12,2821,Lakeview Elementary, ,1290 NW 115th St, ,Miami-Dade,33167,305-757-1535,,E,PK-5,500,394,C,25.87943,-80.22021,912553.6415,562629.1772,E316899,6/11/2020 9:42,E316899,4/3/2023 12:27,05455ac3-ec9c-4675-a4fa-4e94889d57cb,-8930073.581,2984155.57,
289,3.04031E+12,8181,Ruth Owens Kruse Educational Center, ,11001 SW 76th St, ,Miami-Dade,33173,305-270-8699,,SPC,12-Mar,0,99,S,25.69832,-80.3729,862663.159,496535.2413,E316899,6/11/2020 9:42,E316899,4/4/2023 15:15,92909b52-8f96-48ca-aaa8-16aa8161ed20,-8947070.761,2961764.765,
290,2.3222E+11,3741,North Beach Elementary, ,4100 Prairie Ave, ,Miami Beach,33140,305-531-7666,,E,PK-5,891,944,N,25.81447,-80.13067,942153.7395,539202.8791,E316899,6/11/2020 9:42,E316899,4/3/2023 13:24,a4662d2d-7745-4164-bb42-9b9bcdbe1f5d,-8920105.148,2976120.436,
291,4.2036E+11,6681,Palm Springs Middle, ,1025 W 56th St, ,Hialeah,33012,305-821-2460,,M,8-Jun,1354,835,N,25.87382,-80.30521,884617.7484,560435.7738,E316899,6/11/2020 9:42,E316899,4/3/2023 14:43,6c2e701f-a3cf-4ef0-82a0-b973e1df09c0,-8939535.24,2983462.365,
292,3.02134E+12,4491,Henry E. S. Reeves K-8 Center Lower Academy,Former Miami Park Elementary,2225 NW 103rd St, ,Miami-Dade,33147,305-691-6361,,E,PK-8,597,0,C,25.86867,-80.23595,907403.6208,558687.5941,E316899,6/11/2020 9:42,E316899,4/3/2023 11:22,141ffe5f-56c7-42f1-885e-7112dd61f046,-8931824.876,2982824.243,
293,3.04031E+12,9732,Brucie Ball Educational Center, ,11001 SW 76th St, ,Miami-Dade,33173,305-514-5100,,SPC,PK-12,0,433,S,25.69832,-80.3729,862663.159,496535.2413,E316899,6/11/2020 9:42,E316899,3/24/2023 12:48,9b957cee-f879-4eae-a2b4-f2424c5491df,-8947070.761,2961764.765,
294,3.02001E+12,2181,Joella C. Good Elementary, ,6350 NW 188th Ter, ,Miami-Dade,33015,305-625-2008,,E,PK-5,963,946,N,25.94422,-80.30313,885168.6103,586026.8374,E316899,6/11/2020 9:42,E316899,11/18/2021 14:16,f76ad9c1-0956-4463-9804-fe5903db7d9b,-8939302.708,2992174.734,
295,3.03103E+12,7602,William H. Turner Technical Adult Education, ,10151 NW 19th Ave, ,Miami-Dade,33147,305-691-8324,,O,0,0,0, ,25.86809,-80.22919,909624.6853,558490.3663,E316899,6/11/2020 9:42,E316899,4/5/2023 12:00,80a73149-906f-49d5-8199-db385a3ddf38,-8931073.399,2982752.696,
296,1.02081E+11,5321,Southside Preparatory Academy, ,45 SW 13th St, ,Miami,33130,305-371-3311,,E,PK-8,887,945,C,25.76188,-80.19444,921288.0002,519957.1245,E316899,6/11/2020 9:42,E316042,6/25/2024 15:40,92021d4c-4279-46c1-8115-096797286e98,-8927205.071,2969619.486,
297,6.2221E+11,5005,David Lawrence Jr. K-8 Center, ,15000 Bay Vista Blvd, ,North Miami,33181,305-354-2600,,E,PK-8,1367,1320,N,25.91385,-80.14553,937030.9171,575294.2919,E316899,6/11/2020 9:42,E316899,3/24/2023 14:04,73c848e4-82d6-49d4-8be9-7ed72d3e57aa,-8921759.029,2988415.372,
298,3.07908E+12,651,Campbell Drive K-8 Center, ,15790 SW 307th St, ,Miami-Dade,33033,305-245-0270,,E,PK-8,1188,968,S,25.48148,-80.44588,838960.9379,417618.4059,E316899,6/11/2020 9:42,E316899,3/24/2023 12:50,736d9bca-082a-4cfe-9806-71938f5f37a1,-8955194.672,2935000.976,
299,1.4121E+11,841,Coconut Grove Elementary, ,3351 Matilda St, ,Miami,33133,305-445-7876,,E,PK-5,458,543,C,25.72889,-80.24313,905331.9209,507869.4498,E316899,6/11/2020 9:42,E316899,3/24/2023 13:06,433e2384-0e88-4a82-99c5-91f9aa50dbf5,-8932625.09,2965541.625,
300,3.05911E+12,6021,Arvida Middle, ,10900 SW 127th Ave, ,Miami-Dade,33186,305-385-7144,,M,8-Jun,1138,1044,S,25.66654,-80.40116,853409.1253,484940.6183,E316899,6/11/2020 9:42,E316899,3/23/2023 15:53,22f413fb-52f1-48b6-9d4e-573206c74bf3,-8950216.8,2957838.907,
301,3.05905E+12,2521,Oliver Hoover Elementary PLC-U, ,15700 SW 96th St, ,Miami-Dade,33196,305-383-0915,,PLC,0,0,0,S,25.67673,-80.44975,837389.8385,488574.1428,E316899,6/11/2020 9:42,E316899,4/3/2023 13:38,d3383fc5-8230-41cd-aa14-373283a641d4,-8955625.542,2959097.31,
302,3.0402E+12,5521,Tropical Elementary, ,4545 SW 104th Ave, ,Miami-Dade,33165,305-221-0284,,E,PK-5,802,418,S,25.72534,-80.36307,865853.1299,506370.917,E316899,6/11/2020 9:42,E316899,4/5/2023 11:41,606c05d4-be51-45f7-8085-3fffb42f65f1,-8945976.374,2965103.035,
303,3.66005E+12,6111,Cutler Bay Middle, ,19400 Gulfstream Rd, ,Cutler Bay,33157,305-235-4761,,M,8-Jun,965,1060,S,25.5872,-80.34894,870751.5,456188.6871,E316899,6/11/2020 9:42,E316899,3/24/2023 13:15,2cfdcbfa-a1c5-41df-b61b-38f3316e00ea,-8944403.621,2948044.25,
304,3.04926E+12,6441,Howard D. Mcmillan Middle, ,13100 SW 59th St, ,Miami-Dade,33183,305-385-6877,,M,8-Jun,1227,891,S,25.71243,-80.40589,851777.3749,501612.6245,E316899,6/11/2020 9:42,E316899,3/17/2023 16:06,95811aa8-9da3-496b-8169-7e2d712b68ef,-8950742.933,2963507.749,
305,3.42104E+12,461,Brentwood Elementary PLC-D1, ,3101 NW 191st St, ,Miami Gardens,33056,305-624-2657,,PLC,0,0,0,N,25.94839,-80.25273,901719.8121,587634.563,E316899,6/11/2020 9:42,E316899,3/24/2023 12:46,e6db5344-053c-4290-8ab4-f46b3dee01d6,-8933693.106,2992691.222,
306,3.02106E+12,2801,Lake Stevens Elementary, ,5101 NW 183rd St, ,Miami-Dade,33055,305-625-6536,,E,PK-5,476,266,N,25.94017,-80.28517,891078.8736,584584.7792,E316899,6/11/2020 9:42,E316899,4/3/2023 12:26,6c6463c6-1e2b-4007-91a2-6e58a68dd816,-8937303.345,2991672.751,
307,4.2036E+11,5601,Twin Lakes Elementary, ,6735 W 5TH Pl, ,Hialeah,33012,305-822-0770,,E,PK-5,668,286,N,25.88315,-80.29464,888074.2392,563843.9249,E316899,6/11/2020 9:42,E316899,4/5/2023 11:41,08c79afa-f379-484b-be17-e8f49029000b,-8938358.889,2984616.217,
308,3.4108E+11,961,Coral Gables Preparatory Academy MLC,Merredick Site,39 Zamora Ave, ,Coral Gables,33134,305-448-1731,,E,PK-8,378,868,C,25.75694,-80.25603,901027.6958,518041.0692,E316899,6/11/2020 9:42,E316899,3/24/2023 13:09,78384573-cfae-4508-b6ff-40adc15cab1c,-8934061.047,2969008.411,
309,3.53018E+12,71,Eugenia B. Thomas K-8 Center, ,5950 NW 114th Ave, ,Doral,33178,305-592-7914,,E,PK-8,1421,1170,C,25.8277,-80.38264,859234.937,543545.3746,E316899,6/11/2020 9:42,E316899,3/31/2023 15:42,b0f68daf-b18f-492d-9c12-618c38298c8e,-8948155.226,2977757.319,
310,2.23003E+12,9236,Transportation Center Northwest,Northwest,9900 NW South River Drive, ,Medley,33166,305-887-2383,,A,0,0,0, ,25.86323,-80.3373,874083.7086,556529.2533,E316899,6/11/2020 9:42,E316899,4/5/2023 11:36,1924b544-81e6-4349-bd27-0a4b6fe694b8,-8943108.098,2982151.232,
311,3.05003E+12,9575,South Region Office Annex, ,9040 SW 79th Ave, ,Miami-Dade,33156,305-595-7022,,A,0,0,0, ,25.68584,-80.32359,878926.4227,492081.2335,E316899,6/11/2020 9:42,E316899,4/4/2023 15:32,c79dd6f2-68d1-40c2-b373-ecb662b3b8a0,-8941580.793,2960223.698,
312,3.05006E+12,7091,School For Advanced Studies South,South MDC-Kendall,11011 SW 104th St, ,Miami-Dade,33176,305-237-0510,,S,12-Nov,0,281,S,25.67516,-80.37414,862295.1961,488115.131,E316899,6/11/2020 9:42,E316899,4/4/2023 15:19,fd2bed39-2fe4-4fc0-bcd7-b30797413e3b,-8947208.626,2958903.683,
313,2.45205E+12,2741,Key Biscayne K-8 Center, ,150 W McIntyre St, ,Key Biscayne,33149,305-361-5418,,E,PK-8,1150,928,C,25.69081,-80.16677,930560.0205,494180.6521,E316899,6/11/2020 9:42,E316899,4/3/2023 12:24,9fea3bea-cd24-4361-99ad-3f9842b89b24,-8924124.22,2960836.983,
314,3.06009E+12,5981,Dr. Edward L. Whigham Elementary,Main Campus,21545 SW 87th Ave, ,Cutler Bay,33189,305-234-4840,,E,PK-5,898,677,S,25.5648,-80.33103,876695.9377,448075.0211,E316899,6/11/2020 9:42,E316899,3/24/2023 14:12,d396d6f6-8245-4574-9127-fa343d2cae0d,-8942409.823,2945279.219,
315,1.07812E+12,7171,Medical Academy For Science And Technology, ,1220 NW 1st Ave, ,Homestead,33030,305-257-4500,,S,12-Sep,1108,690,S,25.48237,-80.48058,827513.9985,417895.9654,E316899,6/11/2020 9:42,E316899,4/3/2023 12:51,849b096c-d07a-4a35-beee-fe2d79bbf209,-8959056.976,2935110.805,
316,1.4102E+11,4681,Riverside Elementary, ,1190 SW 2nd St, ,Miami,33130,305-547-1520,,E,PK-5,856,1010,C,25.7714,-80.21366,914944.5675,523376.2768,E316899,6/11/2020 9:42,E316899,4/3/2023 15:07,ef04d93b-9d2a-429c-b89d-73a3ee120553,-8929343.596,2970795.279,
317,3.05906E+12,3031,Kendall Square K-8 Center, ,9325 SW 169th Pl, ,Miami-Dade,33196,305-382-6830,,E,K-6,675,468,S,25.67845,-80.46642,831897.1237,489177.6021,E316899,6/11/2020 9:42,E316899,4/3/2023 15:38,d6956538-de01-4700-8069-e3c40a5c7520,-8957481.194,2959310.041,
318,1.4002E+11,9181,Stores And Distribution Complex, ,7001 SW 4th St, ,Miami,33144,786-275-0602,,A,0,0,0, ,25.7688,-80.30861,883699.126,522257.2304,E316899,6/11/2020 9:42,E316899,4/4/2023 15:39,2fb7afe4-e284-44fd-a644-64597977958b,-8939914.164,2970474.284,
319,3.22013E+12,6501,Miami Lakes Middle, ,6425 Miami Lakeway N, ,Miami Lakes,33014,305-557-3900,,M,8-Jun,990,1020,N,25.91837,-80.30579,884340.3561,576625.657,E316899,6/11/2020 9:42,E316899,4/3/2023 13:03,55116791-cc4a-42b9-ae7f-536ec1554e96,-8939600.144,2988974.679,
320,4.2036E+11,1481,John G. Dupuis Elementary, ,1150 W 59th Pl, ,Hialeah,33012,305-821-6361,,E,PK-5,623,521,N,25.87605,-80.30615,884305.2912,561244.4863,E316899,6/11/2020 9:42,E316899,4/3/2023 12:03,4d4bf65a-2e42-461b-b012-9fcb626d3011,-8939639.572,2983738.204,
321,1.4115E+11,5041,Silver Bluff Elementary, ,2609 SW 25th Ave, ,Miami,33133,305-856-5197,,E,PK-5,629,406,C,25.74345,-80.23552,907810.3611,513178.1121,E316899,6/11/2020 9:42,E316899,4/4/2023 15:26,448b56bc-a966-459d-b5bf-51721b154afb,-8931776.677,2967341.664,
322,3.04005E+12,5381,E.W.F. Stirrup Elementary, ,330 NW 97th Ave, ,Miami-Dade,33172,305-226-7001,,E,PK-5,916,680,C,25.77,-80.35392,868786.4934,522617.0274,E316899,6/11/2020 9:42,E316899,3/24/2023 14:52,494ce30e-d3cd-4eb7-9731-845ebb5709c2,-8944957.637,2970622.383,
323,3.05904E+12,6221,Hammocks Middle, ,9889 Hammocks Blvd, ,Miami-Dade,33196,305-385-0896,,M,8-Jun,1504,571,S,25.67424,-80.44275,839699.173,487679.7126,E316899,6/11/2020 9:42,E316899,4/3/2023 11:20,2eea174c-3594-41a3-921c-b39578802c19,-8954846.288,2958790.065,
324,3.07802E+12,5003,South Dade Middle, ,29100 SW 194th Ave, ,Miami-Dade,33030,305-224-5200,,M,8-Apr,1478,1284,S,25.49602,-80.50638,818981.8285,422823.817,E316899,6/11/2020 9:42,E316899,4/4/2023 15:27,2353fa5f-d7d4-40f8-84fe-98eb7dc8733d,-8961929.952,2936793.926,
325,3.04023E+12,7721,South Miami Senior High, ,6856 SW 53rd St, ,Miami-Dade,33155,305-666-5871,,S,12-Sep,2476,1539,C,25.72074,-80.30529,884884.366,504796.9534,E316899,6/11/2020 9:42,E316899,4/4/2023 15:31,984d1f2a-fa81-4090-af18-1326867eee5c,-8939544.374,2964535.316,
326,8.2122E+11,5971,Nathan B. Young Elementary, ,14120 NW 24th Ave, ,Opa-Locka,33054,305-685-7204,,E,PK-5,482,344,N,25.90396,-80.23995,906012.2624,571508.9243,E316899,6/11/2020 9:42,E316899,4/3/2023 13:16,2b6bea5f-66db-4257-b173-d52c0e3e8063,-8932270.738,2987191.568,
327,3.0503E+12,861,Johnnie M. Parris Colonial Drive Elementary, ,10755 SW 160th St, ,Miami-Dade,33157,305-238-2392,,E,PK-5,460,306,S,25.62125,-80.36693,864761.9138,468532.6045,E316899,6/11/2020 9:42,E316899,7/14/2023 11:58,dca1d5b2-e799-4c8f-9c17-89f8083194e9,-8946406.582,2952246.463,
328,3.04019E+12,1281,Cypress K-8 Center, ,5400 SW 112th Ct, ,Miami-Dade,33165,305-271-1611,,E,PK-8,495,399,S,25.71691,-80.37637,861493.8539,503287.6253,E316899,6/11/2020 9:42,E316899,3/24/2023 13:17,584a68ac-35eb-40d7-91d6-e5f805f950d3,-8947455.26,2964061.921,
329,3.02128E+12,9251,Maintenance Service Center 1,Main Center,12525 NW 28th Ave, ,Miami-Dade,33167,305-995-7900,,A,0,0,0, ,25.88839,-80.24461,904516.2657,565840.8004,E316899,6/11/2020 9:42,E316899,4/3/2023 12:41,6ac4f936-a1fa-4373-b8db-591988883aa1,-8932788.363,2985264.834,
330,3.0201E+12,4281,Palm Springs North Elementary, ,17615 NW 82nd Ave, ,Miami-Dade,33015,305-821-4631,,E,PK-5,1603,1099,N,25.93463,-80.33397,875049.4574,582487.5888,E316899,6/11/2020 9:42,E316899,4/3/2023 14:44,3b1dc3c1-002b-472a-87f1-e3246c489019,-8942736.565,2990987.295,
331,3.04922E+12,251,Ethel Koger Beckham K-8 Center, ,4702 SW 143rd Ct, ,Miami-Dade,33175,305-222-8161,,E,PK-8,993,851,S,25.72182,-80.42589,845177.2077,504998.4106,E316899,6/11/2020 9:42,E316899,3/31/2023 15:42,0a306856-a581-4140-a3bd-1b8fcda09ebb,-8952969.388,2964668.672,
332,4.3012E+11,481,J.W. Johnson Elementary/James H. Bright Elementary, ,735 W 23rd St, ,Hialeah,33010,305-883-1357,,E,PK-5,144,0,N,25.84289,-80.29701,887373.7377,549206.2056,E316899,6/11/2020 9:42,E316899,11/18/2021 14:15,bc53e127-9a00-44ed-99b4-2f47e23f177a,-8938622.579,2979635.496,
333,3.0502E+12,7101,Coral Reef Senior High, ,10101 SW 152nd St, ,Miami-Dade,33157,305-232-2044,,S,12-Sep,2643,3205,S,25.62972,-80.35682,868078.5704,471628.7839,E316899,6/11/2020 9:42,E316899,3/24/2023 13:11,bb3739c6-7c24-480b-9b24-0fa06115cfdc,-8945281.049,2953292.776,
334,6.2222E+11,7031,MAST @ FIU Biscayne Bay Campus,Biscayne Bay Campus,3000 NE 151st St, ,North Miami,33181,305-919-4450,,S,12-Sep,500,444,N,25.91024,-80.13947,939028.4542,573996.8816,E316899,6/11/2020 9:42,E316899,4/3/2023 12:46,90528420-83d8-49dc-bc18-dda83e0b27c7,-8921085.47,2987969.181,
